#variable_id,variable_type,variable_name,display_name,aliases,bounds,default_unit_name,question
1201,numerical,chlamydia pneumoniae igg antibody,Chlamydophila pneumoniae,chlamydophila pneumoniae  organism|chlamydophila pneumoniae|chlamydia twar|chlamydia pneumoniae,,,
1202,numerical,cd3,CD3 Antigens,"cd3 molecule|leucocyte 4|pan t-cell marker|cd3 antigen|ucht-1 - university college hospital t-cell-1|t3 antigens|cluster of differentiation antigen 3|antigens, cd3|ortho kung t3|antigens, t3|t3 complex|cd3 complex|lymphocyte antigen cd3|lymphocyte antigen cd3  substance|t3 antigen|antigen, cd3|okt3 - ortho kung t3|okt3 antigen|t-cell lineage 3|t3 molecule|cd3 - cluster of differentiation antigen 3|cd3 antigens|university college hospital t-cell-1|cd3|leukocyte 4|t-cell surface glycoprotein cd3|t3 - t-cell lineage 3|antigen, t3",,,
1203,numerical,cd56+,NCAM1 Positive,neural cell adhesion molecule 1 positive|cd56+|cd56 antigen positive|ncam1+|ncam1 positive|cd56 positive,,,
1204,numerical,influenza a igg antibody,Influenza A IgG Antibody Measurement,influenza a igg antibody|iaiggab,,,
1205,numerical,large unstained cells,Large unstained cell count (procedure),large unstained cells|lgunsce|large unstained cell count|large unstained cell count  procedure,,,
1206,numerical,mucous threads,Mucous Thread Measurement,mucous thread measurement|mucous threads|mucthr,,,
1207,numerical,orchard grass pollen ige,Dactylis glomerata,cocksfoot|dactylis glomerata|orchard grass,,,
1208,numerical,activated coagulation time,Activated clotting time measurement,"activated coagulation time|ground glass clotting time|activated blood clotting time test|coagulation time, activated|whole blood activated clotting time|coagulation time, activated  procedure|act - activated clotting time|act|activated clotting time",,,
1209,numerical,beta-1 globulin,Beta-1 Globulin Measurement,globb1|beta-1 globulin|beta-1 globulin measurement,,,
1210,numerical,clostridium difficile toxin,Clostridium difficile,peptoclostridium difficile|clostridioides difficile  organism|clostridium difficile|clostridioides difficile|clostridium difficle|clostridium difficile organism|bacillus difficilis|difficile clostridium|clostridium difficile  bacteria|clostridia difficile|clostridium difficilis,,,
1211,numerical,n-acetyl-beta-d-glucosaminidase,Beta-N-Acetylglucosaminidase,"beta-d-n-acetylglucosaminidase|beta-d-acetamido-2-deoxyglucosidase|chitobiase|nagase|n-acetyl-beta-glucosaminidase  substance|n-acetyl-beta-d-glucosaminidase|n,n diacetylchitobiase|n ac beta glucosaminidase|acetylglucosaminidase|beta d n acetylglucosaminidase|n-acetyl-beta-glucosaminidase|n-ac-beta-glucosaminidase|n,n-diacetylchitobiase|beta d acetamido 2 deoxyglucosidase|n acetyl beta d glucosaminidase|beta-n-acetylglucosaminidase|beta n acetylglucosaminidase",,,
1212,numerical,adv viral load,Adenoviruses,"adenoviridae|family adenoviridae|adenovirus|adenoviruses|adenovirus group|family adenoviridae  organism|adv|adenoviral|adenovirus group, nos|adenovirus, nos",,,
1213,numerical,vitamin b12,vitamin B12,"b12, vitamin|vitamin b 12|b 12, vitamin|cyanocob iii alamin|cyanocobalamine|vitamin b12 compound|cyanocobalaminum|vitamin b12 nos|vitamin b12|product containing cyanocobalamin  medicinal product|vitamin b12 complex|b12 vitamin|vit b12|cobalamin|cyanocobalamin preparation|cianocobalamina|cyanocobalamin|cyanocobalamin-containing product|vitamin-b12|b 12 vitamin|cyanocobalamin  substance|vitamin b-12|cobalamin  1+|vitamin b12 preparation",,,
1214,numerical,albumin excretion rate,Albumins,albumin|albumin  substance|albumins,,,
1215,numerical,metamyelocytes/leukocytes,Metamyelocyte to Leukocyte Ratio Measurement,metamyle|metamyelocytes/leukocytes|metamyelocyte to leukocyte ratio measurement,,,
1216,numerical,adiponectin,Adiponectin,"acrp30 protein|adipose most abundant gene transcript 1|adiponectin  substance|apm 1 protein|adipocyte, c1q and collagen domain containing protein|adipocyte complement-related protein 30-kda|adiponectin|adipocyte complement related protein 30 kda|apm-1 protein",,,
1217,numerical,"cortisol, free",hydrocortisone,"hydrocortisone-containing product|cortisol|11beta -11,17,21-trihydroxypregn-4-ene-3,20-dione|4-pregnen-11β,17α,21-triol-3,20-dione|11β -11,17,21-trihydroxypregn-4-ene-3,20-dione|hydrocortisone|hc|compound f|hydrocortisones|domolene|11beta-hydrocortisone|cortisol preparation|product containing hydrocortisone  medicinal product|pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-,  11beta -|therapeutic hydrocortisone|hidrocortisona|cortisols|11beta,17alpha,21-trihydroxy-4-pregnene-3,20-dione|hydrocortisonum|compound f preparation|hydrocortisone  substance|hydrocortisone preparation|11β-hydrocortisone|17-hydroxycorticosterone",,,
1218,numerical,hepatitis b dna,Hepatitis B DNA Measurement,hbdna|hbv dna measurement|hepatitis b virus dna measurement|hbv dna|hepatitis b dna measurement|hepatitis b virus dna,,,
1219,numerical,extractable nuclear antigen antibody,Extractable Nuclear Antigens,"nuclear antigens, extractable|antigens, extractable nuclear|extractable nuclear antigen  substance|extractable nuclear antigen|extractable nuclear antigens",,,
1220,numerical,vitamin b9,folic acid,"b9, vitamin|acide folique|pteroylglutamic acid|n- 4-   2-amino-1,4-dihydro-4-oxo-6-pteridinyl methyl amino benzoyl -l-glutamic acid|vitamin b c|fa - folic acid|vitamin m|m vitamins|pteroylmonoglutamic acid|folic acid|folic acid-containing product|pteroyl-l-monoglutamic acid|lactobacillus casei factor|2-[4-[ 2-amino-4-oxo-1h-pteridin-6-yl methylamino]benzoyl]aminopentanedioic acid|vitamin b complex|folsäure|pga|folicin|b c vitamin|vitamin bc|l-glutamic acid, n- 4-   2-amino-1,4-dihydro-4-oxo-6-pteridinyl methyl amino benzoyl -|folic acid preparation|ácido fólico|product containing folic acid  medicinal product|folic acid  substance|pteroyl-l-glutamate|n-pteroyl-l-glutamic acid|vitamin b9|n-[4-[[ 2-amino-1,4-dihydro-4-oxo-6-pteridinyl methyl]amino]benzoyl]-l-glutamic acid|pteglu|pteroylglutamic acid preparation|acidum folicum|n-[ 4-{[ 2-amino-4-oxo-1,4-dihydropteridin-6-yl methyl]amino}phenyl carbonyl]-l-glutamic acid|vitamin b<sub>c</sub>|fa|pteroyl-l-glutamic acid|vitamin b>c<",,,
1221,numerical,"dendritic cells, plasmacytoid",Dendritic Cells,"cells, dendritic|cell dendritic|cell, dendritic|dendritic cells|dendritic cell|cells dendritic|cell dendritics",,,
1222,numerical,egg white antigen ige antibody,Egg White Antigen IgE Antibody Measurement,egg white antigen ige antibody|c147281,,,
1223,numerical,legionella pneumophila antigen,Legionella pneumophila,legionella pneumophila  organism|legionella pneumophilia|legionella pneumophila,,,
1224,numerical,squamous epithelial cells,Squamous Epithelial Cells,"epithelial cell, squamous|squamous cell|cell, squamous epithelial|epithelial cells, squamous|squamous epithelial cell|epithelial squamous cell|squamous epithelial cells|squamous epithelial cell  cell|cells, squamous|cell, squamous|cells, squamous epithelial|squamous cells",,,
1225,numerical,herpes simplex virus 2 igg antibody,"herpesvirus 2, human","hsv ii|hsv 2 - herpes simplex virus 2|herpes simplex virus type 2 hsv-2|herpes simplex ii|hsv 2|human alphaherpesvirus 2|human  alpha  herpes virus 2|herpesvirus 2  alpha , human|herpesvirus progenitalis|human herpes simplex virus type 2|herpes simplex virus 2|herpes simplex virus type 2  hsv-2|hhv-2|human herpes simplex virus type 2  organism|human herpesvirus 2|hsv-2|herpes simplex virus ii|herpes simplex virus type 2|herpesvirus 2, human|herpes simplex virus  type 2",,,
1226,numerical,granular fine casts,Granular,granular  qualifier value|granular,,,
1227,numerical,complement c4a,Complement component C4a,"c4a complement|complement component 4a|c4a, complement|component 4a, complement|complement 4a|complement, c4a|c4a - complement component 4a|complement component c4a|complement c4a|complement component c4a  substance",,,
1228,numerical,a. fumigatus antigen ige antibody,Aspergillus fumigatus Antigen IgE Antibody Measurement,c130144|a. fumigatus antigen ige antibody,,,
1229,numerical,alpha-1 globulin,alpha1 Globulin,globulin alpha 1|alpha 1 globulin  substance|1 alpha globulins|alpha-1 globulin|alpha1 globulin|alpha 1 globulin|alpha-1 serum globulin|alpha 1 globulins,,,
1230,numerical,ceruloplasmin,Ceruloplasmin,"cp - caeruloplasmin|ferroxidase, ceruloplasmin|caeruloplasmin|ferroxidase|fe ii :oxygen oxidoreductase|copper oxidase|cp - ceruloplasmin|oxidase, ceruloplasmin|ceruloplasmin|ceruloplasmin ferroxidase|alpha 2 -ceruloplasmin|ferroxidase  substance|ceruloplasmin oxidase",,,
1231,numerical,"t-lymphocytes, regulatory, memory",T-Lymphocyte,"t lymphocyte|t lymphocyte  cell|lymphocytes, thymus-dependent|t-lymphocyte|thymus derived lymphocyte|thymus-dependent lymphocyte|t cell|t-cell|t cells|t-lymphocytes|t-cells|thymus dependent lymphocytes|lymphocyte, thymus-dependent|t cell lymphocyte|thymus-dependent lymphocytes|t lymphocytes",,,
1232,numerical,lipocalin-2,"LCN2 protein, human","lipocalin-2|siderocalin lcn2|msfi, human|ngal|uterocalin protein, human|oncogene 24p3|25 kda alpha-2-microglobulin-related subunit of mmp-9|neu-related lipocalin protein, human|oncogenic lipocalin 24p3|migration-stimulating factor inhibitor|oncogene 24p3 protein, human|24p3 protein, human|neutrophil gelatinase-associated lipocalin|uterocalin|lipocalin 2 protein, human|neutrophil gelatinase-associated lipocalin protein, human|lipocalin-2 protein, human|p25|ngal protein, human|neutrophil gelatinase-associated lipocalin precursor protein, human|lcn2 protein, human|migration stimulating factor inhibitor, human",,,
1233,numerical,ret. corpuscular hemoglobin content,"RET protein, human","multiple endocrine neoplasia and medullary thyroid carcinoma 1 protein, human|ret protein, human|ret protein|tyrosine-protein kinase receptor ret|ret|proto-oncogene tyrosine-protein kinase receptor ret|ret proto-oncogene protein, human|ec 2.7.10.1|hscr1 protein, human|proto-oncogene c-ret|cadherin family member 12|glial cell line derived neurotrophic factor receptor component|hydroxyaryl-protein kinase",,,
1234,numerical,"triiodothyronine, free",liothyronine,"3,5,3' triiodothyronine|liothyronine  substance|triiodothyronine|l-triiodothyronine preparation|3,5,3'-triiodothyronine|t3 thyroid hormone|l-tyrosine, o- 4-hydroxy-3-iodophenyl -3,5-diiodo-|t3 preparation|liothyroninum|l-t3|o- 4-hydroxy-3-iodophenyl -3,5-diiodo-l-tyrosine|therapeutic triiodothyronine|t3|triiodothyronine  t3|4- 4-hydroxy-3-iodophenoxy -3,5-diiodo-l-phenylalanine|3,5,3'-triiodo-l-thyronine|therapeutic t3|liothyronine-containing product|3,3',5-triiodo-l-thyronine|l-3,5,3'-triiodothyronine|product containing liothyronine  medicinal product|3,3',5-triiodothyronine|liothyronine|l-triiodothyronine|triiodothyronine preparation|t3 - triiodothyronine|t-3|liotironina|thyroid hormone, t3",,,
1235,numerical,calcium carbonate crystals,calcium carbonate,"calcium carbonate  1:1|calcium  as carbonate|calcium carbonated|carbonic acid calcium salt  1:1|calciumcarbonat|kohlensaurer kalk|carbonato de calcio|calcium  as calcium carbonate|product containing calcium carbonate  medicinal product|carbonate, calcium|kalziumkarbonat|calcium carbonates|carbonate de calcium|calcio carbonato|caco3|calcium carbonate  substance|calcium carbonate-containing product|calcium carbonate",,,
1236,numerical,epstein-barr capsid igg antibody,Epstein-Barr virus,"eb virus|mononucleosis infectious virus|human herpesvirus 4  organism|herpesvirus 4  gamma , human|ebv|e-b virus|human herpesvirus 4|human herpesvirus 4 group|epstein-barr virus|e-b viruses|lymphocryptovirus|infectious mononucleosis viruses|human gammaherpesvirus 4|burkitts lymphoma virus|mononucleosis viruses, infectious|hhv-4|burkitt's lymphoma virus|herpesvirus 4, human|burkitt herpesvirus|herpesvirus, burkitt|epstein barr virus|infectious mononucleosis virus|epstein-barr virus ebv|e b virus|virus-epstein-barr|epstein-barr virus,  ebv|ebv - epstein-barr virus|epstein barr virus  ebv|human  gamma  herpes virus 4|lymphoma virus, burkitt|burkitt lymphoma virus|human herpesvirus type 4|mononucleosis virus, infectious",,,
1237,numerical,triple phosphate crystals,Magnesium Ammonium Phosphate,magnesium ammonium phosphate  substance|triple phosphate|ammonium magnesium phosphate|magnesium ammonium phosphate,,,
1238,numerical,yellow fever virus antibody,Yellow fever virus,flavivirus febricis|yellow fever virus yfv|yellow fever virus  organism|flavivirus yellow fever virus|fever virus yellow|yfv|yellow fever virus,,,
1239,numerical,platelet hematocrit,Platelet hematocrit measurement,platelet hematocrit|platelet hematocrit measurement|pct - platelet hematocrit|platelet haematocrit|pct - platelet haematocrit|plathct|plateletcrit measurement|platelet hematocrit measurement  procedure|plateletcrit|thrombocytocrit,,,
1240,numerical,granular casts,Granular,granular  qualifier value|granular,,,
1241,numerical,gamma globulin,Gamma globulin,"gamma globulin, nos|gamma globulins|gamma-globulins|gamma globulin  substance|gamma-globulin|gamma globulin",,,
1242,numerical,complement c4d,complement C4d,c4d|complement component 4d|complement c4d|complement component-4d|complement component c4d  substance|complement component 4d fragment|complement component c4d|c4d - complement component 4d|complement 4d,,,
1243,numerical,hla-a antigen type,Human leukocyte antigen (HLA) A antigen typing (procedure),human leukocyte antigen a antigen phenotyping  procedure|hla  human leucocyte antigen  a phenotyping|hla  human leukocyte antigen  a phenotyping|human leucocyte antigen a antigen phenotyping|human leukocyte antigen a antigen phenotyping|hlaaagt|hla-a antigen type,,,
1244,numerical,fibrotest score,FibroTest Score Measurement,fbrtst|fibrosure score measurement|fibrotest score|fibrosure score,,,
1245,numerical,prothrombin activity,Prothrombin Activity Measurement,factor ii activity|prothrombin activity|pta|prothrombin activity measurement,,,
1246,numerical,gfr from b-2 microglobulin adj for bsa,Glomerular Filtration Rate,"rate, glomerular filtration|filtration rates, glomerular|glomerular filtration rate, nos|glomerular filtration rate  observable entity|filtration rate, glomerular|rates, glomerular filtration|glomerular filtration rate|glomerular filtration rates|rate filtration glomerular|gfr|filtration glomerular rate",,,
1247,numerical,monocytes/leukocytes,Monocyte to Leukocyte Ratio measurement,monocytes/leukocytes|monocyte to leukocyte ratio|monole,,,
1248,numerical,immature granulocytes,Immature,immature  qualifier value|prematures|immature|immaturity|premature,,,
1249,numerical,adenovirus antibody,Adenovirus antibody (substance),adenovirus antibody  substance|adenovirus antibody|anti-adenovirus antibody,,,
1250,numerical,hepatitis b virus e antigen,Hepatitis B e Antigens,"antigens, e|hepatitis b associated e antigen|hepatitis be antigens|hepatitis b e antigen|e antigens|antigens, hepatitis be|e antigen of hepatitis b virus|be antigens, hepatitis|e antigen of hepatitis b virus  substance|hbe ag|hepatitis b e antigens|hepatitis b virus e antigen|hepatitis e antigen|hepatitis b virus e ag|hbeag",,,
1251,numerical,american cockroach antigen ige antibody,American Cockroach Antigen IgE Antibody Measurement,c130136|american cockroach antigen ige antibody,,,
1252,numerical,burr cells,Burr cell,burr cells|echinocytes|burr-cells|'burr cells'|echinocyte|burr cell  cell|burr cell,,,
1253,numerical,mycobacterium tuberculosis nucleic acid,Mycobacterium tuberculosis,"mycobacterium tuberculosis variant tuberculosis|mycobacterium tuberculosis var. hominis|tuberculosis bacillus|mycobacterium tuberculosis typus humanus|tuberculosis mycobacterium|mycobacterium tuberculosis hominis|tubercle bacillus, human|mycobacterium tuberculosis|bacterium tuberculosis|tb bacillus|mycobacterium tuberculosis  organism|mtb - mycobacterium tuberculosis|bacillus tuberculosis|human tubercle bacillus|m. tuberculosis|m tuberculosis|mtb|koch's bacillus|mycobacterium tuberculosis hominis  organism",,,
1254,numerical,neuron specific enolase,Neurons,"nerve cell|cells, nerve|cells neural|nerve cells|neurone|neuron  cell|nervous system cell|neuron, nos|nerve unit|neurons|cells nervous system|neurocyte|neuron|neural cell|cell, nerve",,,
1255,numerical,factor viii,factor VIII,"coagulation factor viii|blood clotting factor viii|thromboplastinogen|coagulation factor viii-containing product|antihemophilic globulin|product containing factor viii  medicinal product|blood coagulation factor viii|factor 8|antihemophilic factor viii|antihemophilic factor|antihaemophilic factor|antihemophilic factor  ahf|antihemophilic factor a|factor eight|antihaemophilic factor a|ahg|factor viii|ahf|antihemophilic factors|factor viii  substance|antihaemophilic globulin|blood-coagulation factor viii, complex|platelet cofactor i|thromboplastinogen a|antihemophilic globulin  ahg",,,
1256,numerical,monoclonal protein spike quantity 1,Monoclonal Protein Spike Measurement,mspike|monoclonal protein spike,,,
